id,employee_status,country_residence,gender,age,cust_new,cust_seniority,init_cust_that_left,ult_fec_cli_1t,indrel_1mes,cust_relation_start_of_month,residence_index,foreigner_index,spouse,input_channel,indfall,tipodom,province_code,province_name,cust_active,gross_income,segmentation,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
1050753,N,ES,V,29,0,35,1,,1,I,S,N,,KHE,N,1,41,SEVILLA,0,149086.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050754,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050755,N,ES,V,22,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,105335.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050756,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,5,AVILA,0,67719.18,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050757,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,148870.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050758,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,29,MALAGA,0,247846.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050759,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,35610.15,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050760,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,43060.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050762,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,44938.2,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050764,N,ES,H,36,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,31216.23,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050747,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050766,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,49,ZAMORA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050746,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,64377.69,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050743,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,59912.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050718,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,5,AVILA,0,111895.86,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050720,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,311520.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050722,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,81689.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050725,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,140953.86,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050727,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,1,25694.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050728,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,20,GIPUZKOA,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050732,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,94136.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050734,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,1,39389.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050735,N,ES,H,22,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,90461.7,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050736,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050738,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,1,50457.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050739,N,ES,H,22,0,35,1,,1,I,S,N,,KHE,N,1,41,SEVILLA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050740,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,175780.83,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050742,N,ES,V,25,0,35,1,,1,I,S,N,,KHE,N,1,11,CADIZ,0,57684.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050744,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,85568.97,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050768,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,43242.21,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050769,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,85073.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050771,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,64886.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1050806,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,140940.27,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050810,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,5,AVILA,1,128396.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050811,N,ES,H,26,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,98243.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050813,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,100792.08,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050815,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,6,BADAJOZ,1,40882.29,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050817,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050819,N,ES,H,24,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,105114.81,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050820,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,95234.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050822,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,1,90872.37,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050824,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050825,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,70435.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050829,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,42778.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050830,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,46364.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050832,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,1,97533.84,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050833,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,88349.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050804,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,73938.9,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1050803,N,ES,H,28,0,35,1,,1,I,S,N,,KHE,N,1,3,ALICANTE,0,37729.83,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050800,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,9,BURGOS,1,110521.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050798,N,ES,H,34,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,1,80555.64,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050773,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,3,ALICANTE,1,281761.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050774,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050775,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,42273.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050778,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,126947.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050779,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,6,BADAJOZ,1,45086.37,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050781,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,16,CUENCA,0,69094.08,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050784,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,4,ALMERIA,0,43947.27,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050486,N,ES,V,29,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,39097.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050786,N,ES,H,29,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,116311.89,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050788,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,102857.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050790,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,57965.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050791,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,107045.79,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050793,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,10,CACERES,1,56271.09,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050794,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,0,23824.32,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050796,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,10,CACERES,1,56709.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050797,N,ES,V,22,0,35,1,,1,A,S,N,,KHE,N,1,50,ZARAGOZA,0,110465.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050787,N,ES,V,27,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050946,N,ES,H,31,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,40881.75,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050485,N,ES,H,28,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,40852.53,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050481,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,6,BADAJOZ,0,58142.7,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050227,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,77098.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050228,N,ES,H,50,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050229,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,2,ALBACETE,0,123240.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050230,N,ES,V,26,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,0,62151.18,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050231,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,88658.25,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050233,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,66288.09,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050234,N,ES,V,27,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,694172.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050235,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050238,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,162359.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050239,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,90636.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050240,N,ES,H,22,0,35,1,,1,I,S,N,,KHD,N,1,36,PONTEVEDRA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050242,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,1,192255.09,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050243,N,ES,V,32,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,37008.6,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050244,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,82451.25,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050245,N,ES,V,24,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,79683.84,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050226,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",0,69293.43,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050246,N,ES,H,30,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,88394.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050225,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,140829,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050223,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,106756.17,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050204,N,ES,H,48,0,35,1,,1,I,S,N,,KHE,N,1,19,GUADALAJARA,1,66698.61,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050207,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050208,N,ES,H,42,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,30535.47,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050209,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,120620.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050210,N,ES,H,23,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,65459.37,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050211,N,ES,H,23,0,35,1,,1,A,S,N,,KHD,N,1,40,SEGOVIA,1,54524.1,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050213,N,ES,V,27,0,35,1,,1,I,S,N,,KHE,N,1,2,ALBACETE,0,136923.54,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050214,N,ES,H,26,0,35,1,,1,I,S,S,,KHE,N,1,28,MADRID,1,81058.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050215,N,ES,H,55,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,288457.44,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050216,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,2,ALBACETE,0,45566.46,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050217,N,ES,V,23,0,35,1,,1,A,S,N,,KHE,N,1,15,"CORU?A, A",1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050218,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,38771.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050219,N,ES,V,26,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050220,N,ES,H,22,0,35,1,,1,A,S,N,,KHD,N,1,36,PONTEVEDRA,1,86517.24,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050222,N,ES,H,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,100747.47,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050224,N,ES,H,25,0,35,1,,1,A,S,N,,KHE,N,1,28,MADRID,1,201083.85,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050202,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORU?A, A",0,77287.29,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050247,N,ES,H,22,0,35,1,,1,A,S,N,,KHD,N,1,15,"CORU?A, A",1,93639,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050251,N,ES,H,27,0,35,1,,1,I,S,N,,KHE,N,1,16,CUENCA,0,55568.1,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050275,N,ES,V,22,0,35,1,,1,A,S,N,,KHD,N,1,15,"CORU?A, A",1,189723.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050277,N,ES,V,42,0,35,1,,1,I,S,N,,KHE,N,1,32,OURENSE,0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050278,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,1,116529.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050279,N,ES,H,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,54032.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050280,N,ES,H,26,0,35,1,,1,I,S,N,,KHE,N,1,2,ALBACETE,0,49459.68,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050284,N,ES,V,24,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050285,N,ES,V,23,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,355856.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050287,N,ES,H,25,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,80976.93,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050288,N,ES,H,37,0,35,1,,1,I,S,S,,KHE,N,1,8,BARCELONA,0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
